Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
28-1957306-00502,SLIDE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957306-00502,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
28-1949759-00317,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00317,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
2317849-1,"CABLE,0.35 SQMM,BK,FLRY-A,MALHOTRA",ZHLB,,A05,Z501,83740542,,A405,PE03,,B,C,N,822,,,41371,,IH7,101,IN,A,,,,,AUT SHIRWAL,,072,,,,2317849-1,M,233,0,0,830.44,0,0.00,0,0.000,0.0,05/14/2025,05/14/2025,
346304-2,2 WAY JUN. TMR. HSG GREY GREY,ZFRT,,A05,Z501,100487,,M132,PE01,,C,C,X,822,,,43124,,IBY,101,RO,D,,,,,AUT SHIRWAL,,N06,,,,346304-2,PC,"1,590",0,0,14839.87,0,0.00,0,0.000,0.0,09/05/2023,12/04/2023,
2066043-1,12 POS. ECONOSEAL CAP HOUSING JMARK II+,ZFRT,,A02,Z200,89049890,,J658,PE01,,B,C,N,822,,,42074,,IBZ,101,IN,C,,,,,AUT SHIRWAL,,J97,,,,2066043-1,PC,750,0,0,4386.83,0,0.00,0,0.000,0.0,07/30/2025,07/30/2025,
21-1819165-00655,Side Core insert,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819165-00655,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
28-1209706-00523,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209706-00523,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,12/20/2024,
28-1209707-00531,CORE INSERT,ZPTL,,A05,,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209707-00531,PC,14,0,0,0.14,0,0.00,0,0.000,0.0,,12/07/2024,
1-235553-8,"0.5mmsq Cble,FLRY-B,Brown/black",ZROH,,A04,Z501,79078800,,8004,PE01,,B,C,X,822,,,12302,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,029,,,,1-235553-8,M,"1,286.680",0,0,6876.75,0,0.00,0,0.000,0.0,03/14/2025,03/14/2025,
1203444-2,Wire FLRY-A 0.5 mm2 Brown,ZHLB,,A04,Z501,87254919,,J718,PE01,,B,C,X,822,,,14006,AE8,IIS,101,TR,O,,,,,AUT SHIRWAL,,P18,,,,1203444-2,M,"11,051.706",0,0,59066.62,0,0.00,0,0.000,0.0,07/05/2025,07/05/2025,
1827841-6,0.50 SERIES SOLDER PEG (PAPER REEL),ZHLB,,A03,Z501,87987347,,M686,PE03,,B,C,N,822,,,43080,,IBY,101,JP,A,,,,,AUT SHIRWAL,,NAP,,,,1827841-6,PC,"2,113",0,0,1733.63,0,0.00,0,0.000,0.0,07/16/2025,07/16/2025,
1203470-5,"WIRE,FLRY-B,0.5,BLUE Tin-plated",ZHLB,,A04,Z501,18407092,,A149,PE01,,C,C,X,822,,,43058,AE8,IIS,101,AT,NR,,,,,AUT SHIRWAL,,895,,,,1203470-5,M,"5,661.708",0,0,40520.96,0,0.00,0,0.000,0.0,11/01/2018,11/01/2018,
2443307-1,PERIPHERAL SEAL,ZHLB,,A11,Z501,87066460,,Y297,PE01,,C,C,N,822,,,43066,,IBY,101,IN,A,,,,,AUT SHIRWAL,,AG8,,,,2443307-1,PC,"1,019",0,0,4942.15,0,0.00,0,0.000,0.0,07/02/2025,07/02/2025,
1452480-8,2 WAY JACK CONNECTOR 8 MM FAKRA 2,ZFRT,,F02,Z200,20435643,,W767,PE01,,C,C,X,822,,,41396,AE9,IH0,101,,B,,,,,AUT SHIRWAL FG,,P08,,,,1452480-8,PC,"3,000",0,0,15630.0,0,0.00,0,0.000,0.0,04/16/2019,04/16/2019,
1417663-4,coil carrier (bundle of sheets),ZHLB,,A05,Z501,87467028,,E951,,,A,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,A,O,,,,AUT SHIRWAL,,K27,,,,,PC,50,0,0,59046.5,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
8-1203500-3,PVC Insl tape black 18mmx25mtrs,ZHLB,,A05,Z501,28878501,,A435,PE01,,C,C,X,822,,,41371,AE9,IH7,101,IN,O,,,,,AUT SHIRWAL,,072,,,,8-1203500-3,PC,"1,728",0,0,24153.03,0,0.00,0,0.000,0.0,06/23/2023,11/18/2020,
1-1203470-1,WIRE FLRY-B 2.5MM2 BROWN-Leoni,ZHLB,,A04,Z501,87479733,,M289,PE03,,B,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,1-1203470-1,M,86,0,0,2189.49,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
31-1014632-11013,SUPPORTING CYLINDER,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,31-1014632-11013,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
5-928999-1,"MQS0,63 Sn rec LL unseal. >0,2-0,35",ZFRT,,A03,Z501,2542442001,,M012,PE01,,A,C,N,822,,,43171,AE9,,101,IN,S,,,,,AUT SHIRWAL,,N01,,1.0,,5-928999-1,PC,"143,000",0,0,71568.64,0,0.00,0,0.000,0.0,07/15/2025,07/19/2025,
2137189-1,LABLE,ZFRT,,A05,Z501,79350263,,M248,PE01,,C,U,N,822,,,43058,,IBZ,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2137189-1,PC,"1,164",0,0,314.83,0,0.00,0,0.000,0.0,03/19/2025,03/19/2025,
21-1018858-01020,EJECTOR PIN,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018858-01020,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,,
39-1819168-00132,Strip Guide,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1819168-00132,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,10/29/2024,
2379763-1,"THERM TRANS RIB, 40MM ORY-RIB-822-B88",ZHLB,,A05,Z630,85747408,,L727,PE01,,C,N,N,822,,,43058,,IBY,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2379763-1,PC,40,0,0,65178.21,0,0.00,0,0.000,0.0,06/12/2025,06/12/2025,
1952060-1,"20 POS CAP HSG ASSEMBLY, VERT TYPE, .040",ZFRT,,F02,Z200,44035206,,M742,PE01,,C,C,N,822,,,43111,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL FG,,N20,,9.0,,1952060-1,PC,180,0,0,3504.6,0,0.00,0,0.000,0.0,04/06/2023,04/07/2023,09/30/2038
964971-1,EINZELLEITERDICHTNG,ZHLB,,A03,Z501,86327252,,M419,PE01,,B,C,X,822,,,43154,AE9,IX3,101,IT,B,,,,,AUT SHIRWAL,,NC1,,1.0,,964971-1,PC,"500,000",0,0,108500.0,0,0.00,0,0.000,0.0,07/01/2025,07/24/2025,
59-1068405-00017,"PU 20/1_L_970, B=38, D=1 GRAU - transpor",ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,59-1068405-00017,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
29-0040640-00508,Side Core,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0040640-00508,PC,8,0,0,0.0,0,0.00,0,0.000,0.0,,07/07/2025,
1732321-1,126-00000/T50SOSEC13E HTYTON EDGE TIE CL,ZHLB,,A05,Z501,87532529,,M248,PE01,,B,C,X,822,,,43058,AE9,G63,101,DE,A,,,,,AUT SHIRWAL,,895,,,,1732321-1,PC,"15,000",0,0,122277.0,0,0.00,0,0.000,0.0,07/10/2025,07/10/2025,
CQ69663001,55E0111-2.50-5(B01)CK0382,ZFRT,,A03,Z501,51387580,,B914,PE01,,C,C,X,822,,,13011,,IBY,101,GB,A,,,,,AUT SHIRWAL,,572,,,,55E0111-2.50-5(B01)CK0382,M,528.788,0,0,28134.95,0,0.00,0,0.000,0.0,04/18/2024,05/02/2024,
51-1014642-32702,Schnittplattenhalter,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-32702,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
1203707-1,HSG 16P CODE1 KG928001,ZHLB,,A04,Z501,88778142,,L727,PE01,,B,C,X,822,,,43058,AE9,IIS,101,DE,O,,,,,AUT SHIRWAL,,895,,,,1203707-1,PC,"42,526",0,0,84408.16,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
21-1018291-00085,TAJOLO LAPOCSKA,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,21-1018291-00085,PC,2,0,0,0.0,0,0.00,0,0.000,0.0,,07/25/2025,
51-1014642-32706,Stempel,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-32706,PC,99,0,0,0.99,0,0.00,0,0.000,0.0,,,
28-1949759-00110,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00110,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
51-4800010-00258,GKS-100-0258/GKS100303150A0600Testprobe,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-4800010-00258,PC,470,0,0,4.7,0,0.00,0,0.000,0.0,,04/25/2025,
2066732-1,Wire FLRY-A 0.35sqmm Orange/Black(LEONI),ZHLB,,A04,Z501,82816139,,M289,PE01,,B,C,N,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,2066732-1,M,"26,067.785",0,0,99960.31,0,0.00,0,0.000,0.0,05/02/2025,05/02/2025,
2066230-1,Splice Ter 12184981 (2.5-4.0sqmm) Delphi,ZHLB,,A05,Z501,72925068,,M289,PE01,,C,C,N,822,,,43186,AE9,IH7,101,IN,A,,,,,AUT SHIRWAL,,N03,,,,2066230-1,PC,"30,000",0,0,48057.3,0,0.00,0,0.000,0.0,12/04/2024,12/04/2024,
2356726-1,"LABEL, 32X99MM ORYX",ZHLB,,A05,Z630,87114296,,L727,PE01,,C,C,N,822,,,43058,,IH2,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2356726-1,PC,"96,000",0,0,42798.72,0,0.00,0,0.000,0.0,07/02/2025,07/02/2025,
1897785-2,SLOT CLIP FOR RF STRIPLINE,ZFRT,,A03,Z501,250618,,M266,PE01,,C,C,X,822,,,41396,AE9,IH1,101,KR,A,,,,,AUT SHIRWAL,,P08,,2.0,,1897785-2,PC,"8,598",0,0,10485.86,0,0.00,0,0.000,0.0,06/06/2025,06/28/2025,
2288406-1,"TAB0.64X0.64,STAMPED,19.05 L",ZHLB,,A05,Z501,2536790704,,M767,PE03,,A,C,N,822,,,43174,AE9,,101,IN,A,,,,,AUT SHIRWAL,,NBL,,,,2288406-1,PC,"28,358",0,0,11626.78,0,0.00,0,0.000,0.0,06/06/2025,06/16/2025,
5-1452013-1,"MQS0,63 Au rec LL unseal. 0,5-0,75",ZFRT,,A03,Z501,4440000623,,M012,PE01,,B,C,N,822,,,43171,AE9,IH3,101,DE,A,,,,,AUT SHIRWAL,,N01,,2.0,,5-1452013-1,PC,"23,230.966",0,0,88826.15,0,0.00,0,0.000,0.0,04/04/2025,07/16/2025,
9-965382-2,8POS MQS REC COD Z,ZFRT,,A03,Z501,86520337,,M133,PE01,,B,C,X,822,,,43169,AE9,IX3,101,DE,A,,,,,AUT SHIRWAL,,N02,,1.0,,9-965382-2,PC,"20,000",0,0,97393.6,0,0.00,0,0.000,0.0,07/12/2025,07/31/2025,
51-1014182-05008,Pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1014182-05008,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
175193-1,187 PL EX FLAG REC. 22-16AWG PTBR,ZHLB,,A03,Z501,25274N,,1120,PE01,,B,C,N,822,,,30047,,IX3,101,CN,D,,,,,AUT SHIRWAL,,327,,,,175193-1,PC,"48,000",0,0,37715.52,0,0.00,0,0.000,0.0,07/02/2025,07/16/2025,
2443301-1,"66POS,HYBRID,TAB HSG,UNSLD",ZHLB,,F01,Z200,2538166786,,Y297,PE01,,B,C,N,822,,,43066,,,101,IN,B,,,,,AUT SHIRWAL FG,,AG8,,,,2443301-1,PC,525,0,0,9219.0,0,0.00,0,0.000,0.0,,07/08/2025,
1-1393434-2,V23540M1026S500,ZHLB,,A03,Z501,87429011,,M774,PE01,,C,C,X,822,,,43172,AE9,IBY,101,PT,A,,,,,AUT SHIRWAL,,NBM,,3.0,,1-1393434-2,PC,943,0,0,7613.59,0,0.00,0,0.000,0.0,07/08/2025,07/16/2025,
1-1417667-2,TERMINAL right,ZHLB,,A05,Z501,67345881,,E951,,,C,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,B,O,,,,AUT SHIRWAL,,K27,,,,,PC,77,0,0,381.49,0,0.00,0,0.000,0.0,09/21/2024,09/21/2024,
2288406-1,"TAB0.64X0.64,STAMPED,19.05 L",ZHLB,,A05,Z501,2537690704,,M767,PE01,,A,C,N,822,,,43174,AE9,,101,IN,A,,,,,AUT SHIRWAL,,NBL,,,,2288406-1,PC,"200,000",0,0,82000.0,0,0.00,0,0.000,0.0,06/12/2025,07/01/2025,
28-1209706-00117,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209706-00117,PC,13,0,0,0.13,0,0.00,0,0.000,0.0,,09/13/2024,
63119-1,POSITIVE LOCK 250 REC 22-18 AWG TPBR,ZHLB,,A03,Z501,0224247081,,1123,PE01,,C,C,X,822,,,30047,AE9,IH1,101,US,AP,,,,,AUT SHIRWAL,,327,,,,63119-1,PC,"17,350",0,0,38959.95,0,0.00,0,0.000,0.0,10/22/2023,02/15/2022,
967650-3,"1,5MM BU-STE KPL 5P",ZFRT,,A03,Z501,78387089,,J653,PE01,,B,C,X,822,,,42044,,IBY,101,MA,H,,,,,AUT SHIRWAL,,J93,,,,967650-3,PC,500,0,0,14293.58,0,0.00,0,0.000,0.0,03/04/2025,07/09/2025,
E049653001,55E0111-1.00-85(B01),ZFRT,,A03,Z501,71483227,,B914,PE01,,C,C,X,822,,,13011,AE9,IX3,101,GB,A,,,,,AUT SHIRWAL,,572,,,,55E0111-1.00-85(B01),M,"5,995.685",0,0,114477.65,0,0.00,0,0.000,0.0,12/05/2024,06/28/2025,
2066701-8,WIRE FLRY-A 0.35 MM2 (GRAY-WHITE),ZHLB,,A04,Z501,87478941,,A214,PE01,,B,C,X,822,,,41328,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,C89,,,,2066701-8,M,"36,921",0,0,141578.37,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
21-1976281-02020,Ejector Pin,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976281-02020,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,07/30/2025,
4-1203508-6,Nylon Strap,ZHLB,,A05,Z630,84882587,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,4-1203508-6,PC,20.854,0,0,3532.44,0,0.00,0,0.000,0.0,05/28/2025,05/28/2025,
1-1417667-1,TERMINAL left,ZHLB,,A05,Z501,82421188,,E951,,,C,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,B,O,,,,AUT SHIRWAL,,K27,,,,,PC,"1,000",0,0,4954.39,0,0.00,0,0.000,0.0,04/26/2025,04/26/2025,
2377920-1,"40POS,TAB0.64X0.64,HDR ASSY,180DEG",ZFRT,,F02,Z200,87675748,,J767,PE01,,B,C,N,822,,,43110,,,101,IN,A,,,,,AUT SHIRWAL FG,,N18,,3.0,,2377920-1,PC,"1,215",0,0,34712.55,0,0.00,0,0.000,0.0,07/12/2025,07/12/2025,
2005937-1,"FERRITE,D40 RID-042-085-070-ACME",ZHLB,,A04,Z501,42992765,,M215,PE01,,C,C,X,822,,,43095,AE9,IIS,101,MY,A,,,,,AUT SHIRWAL,,N87,,2.0,,2005937-1,PC,"1,250",0,0,1726.94,0,0.00,0,0.000,0.0,02/05/2023,02/05/2023,
703653-2,"ULTRADUR B4300G4, NATURAL, A",ZROH,,A04,Z600,59598067,,8215,,,B,,X,822,470912.0,MacPro Technologies Pvt Ltd,12302,AE9,IBZ,101,DE,A,O,,,,AUT SHIRWAL,,029,,,,,KG,20.584,0,0,5404.54,0,0.00,0,0.000,0.0,07/11/2024,07/11/2024,
21-1972223-10519,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1972223-10519,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,09/19/2024,
2301815-1,"W/H HVAC, MAHINDRA W109 FATC LHD",ZFRT,,F03,Z200,66522465,,A149,PE01,,C,C,N,822,,,43058,AE9,,101,IN,B,,,,,AUT SHIRWAL FG,,895,,7.0,,2301815-1,PC,20,0,0,7393.08,0,0.00,0,0.000,0.0,09/12/2024,09/12/2024,
964326-1,SPT A REC 6.3 Contact SRC Sn,ZHLB,,A03,Z501,7380000031,,M047,PE01,,A,C,X,822,,,43152,AE9,IX3,101,DE,C,,,,,AUT SHIRWAL,,NAQ,,2.0,,964326-1,PC,"48,392",0,0,147338.64,0,0.00,0,0.000,0.0,03/23/2025,07/03/2025,
1-1563974-1,"CON, SQUIB,HOUSING, 2 POS.,CODA",ZHLB,,A03,Z501,83754120,,M111,PE01,,C,C,X,822,,,43095,AE9,IX3,101,CZ,B,,,,,AUT SHIRWAL,,N87,,,,1-1563974-1,PC,"36,000",0,0,69386.76,0,0.00,0,0.000,0.0,05/20/2025,06/03/2025,
2066490-1,Cable tie hellermann T18RHR,ZHLB,,A05,Z501,87532532,,8005,PE01,,B,C,N,822,,,41783,AE3,G63,101,SG,A,,,,,AUT SHIRWAL,,044,,,,2066490-1,PC,"41,000",0,0,83026.64,0,0.00,0,0.000,0.0,07/10/2025,07/10/2025,
2363158-1,"AKII SQUIB,CODE II ASSY, L-3500",ZFRT,,F03,Z100,50923358,,L806,PE01,,C,C,N,822,,,43187,,IBY,101,IN,A,,,,,AUT SHIRWAL FG,,G03,,7.0,,2363158-1,PC,100,0,0,6720.0,0,0.00,0,0.000,0.0,03/14/2024,03/14/2024,
21-1819165-02008,Ejector Pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819165-02008,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,,
2-967616-1,6POS MQS REC SEALED COD B,ZFRT,,A03,Z501,8MU0001870,,M107,PE01,,C,C,X,822,,,43169,,IBY,101,DE,F,,,,,AUT SHIRWAL,,N02,,1.0,,2-967616-1,PC,45,0,0,435.96,0,0.00,0,0.000,0.0,10/21/2019,01/31/2023,
2321456-4,L663 WIRING HARNESS LOW SPEC RHD,ZFRT,,F04,Z100,38730617,,L727,PE01,,A,C,N,822,,,43058,AE9,,101,IN,C,,,,,AUT SHIRWAL FG,,895,,7.0,,2321456-4,PC,60,0,0,21400.2,0,0.00,0,0.000,0.0,05/23/2022,07/08/2022,
2341036-1,O-RING,ZHLB,,A05,Z501,88767011,,Y371,PE01,,C,C,N,822,,,42265,,IBY,101,IN,B,,,,,AUT SHIRWAL,,AK2,,,,2341036-1,PC,0,0,"6,550",19819.19,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
5-963715-5,"MQS0,63 Au rec LL unseal. 0,5-0,75",ZFRT,,A03,Z501,46P0000553,,M012,PE01,,C,C,N,822,,,43171,,IJX,101,DE,K,,,,,AUT SHIRWAL,,N01,,1.0,,5-963715-5,PC,"40,000",0,0,70522.8,0,0.00,0,0.000,0.0,05/15/2025,07/30/2025,
1670988-2,4POS MQS REC COD B,ZHLB,,A01,Z200,55736754,,M133,PE01,,C,C,X,822,,,43169,,,101,BE,A,,,,,AUT SHIRWAL,,N02,,1.0,,1670988-2,PC,40,0,0,62.8,0,0.00,0,0.000,0.0,05/30/2024,05/30/2024,
29-0138551-10206,cavity insert,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-0138551-10206,PC,27,0,0,0.27,0,0.00,0,0.000,0.0,,,
1-1718635-1,AMP MCP 2.8 RETAINER 3POS.,ZHLB,,A07,Z500,87481996,,M235,PE01,,C,C,X,822,,,43104,,IBY,101,IN,A,,,,,AUT SHIRWAL,,N10,,,,1-1718635-1,PC,707,0,0,802.51,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
2374441-3,"CAS HTS MIL PN A211C-028A0Z, L-300MM",ZFRT,,F03,Z200,88787676,,L728,PE01,,A,C,N,822,,,43058,,,101,IN,C,,,,,AUT SHIRWAL FG,,895,,3.0,,2374441-3,PC,800,0,0,53000.0,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
21-1959092-00515,SLIDER INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1959092-00515,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
2-2236523-1,"80POS,0.64 MALE GEN. Y,TAB HSG,ASSY,SLD",ZFRT,,F04,Z200,43531447,,M638,PE01,,A,C,N,822,,,43069,,,101,HU,G,,,,,AUT SHIRWAL FG,,NAC,,2.0,,2-2236523-1,PC,38,0,0,2727.48,0,0.00,0,0.000,0.0,03/09/2023,10/03/2023,
3-1203453-1,"CABLE,0.35 SQMM,FLRY-A,GREEN-GREY",ZHLB,,A04,Z501,85647628,,L727,PE01,,C,C,N,822,,,43058,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,895,,,,3-1203453-1,M,"1,751.318",0,0,6715.66,0,0.00,0,0.000,0.0,06/11/2025,06/11/2025,
827547-1,SPRING,ZFRT,,A05,Z501,86138530,,M696,PE01,,C,C,X,822,,,43152,,IBY,101,IT,6,,,,,AUT SHIRWAL,,NAQ,,6.0,,827547-1,PC,"120,898",0,0,190939.05,0,0.00,0,0.000,0.0,06/18/2025,06/18/2025,
29-1819018-20826,Ejector Pin,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819018-20826,PC,20,0,0,0.2,0,0.00,0,0.000,0.0,,12/17/2024,
2378369-1,CABLE HARNESS HV ISO,ZFRT,,F04,Z200,88912547,,M248,PE01,,A,C,N,822,,,43058,,,101,IN,D,,,,,AUT SHIRWAL FG,,895,,7.0,,2378369-1,PC,945,0,0,215252.29,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
2454613-1,PCB ASSY AC CCS2 INLET NTC,ZHLB,,A11,Z501,79644754,,J880,PERT,,A,C,N,822,,,14003,,IJX,101,IN,A,,,,,AUT SHIRWAL,,P27,,,,2454613-1,PC,16,0,0,4464.7,0,0.00,0,0.000,0.0,03/24/2025,03/24/2025,
39-1819167-00822,CKM Fixture,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1819167-00822,PC,2,0,0,0.0,0,0.00,0,0.000,0.0,,04/25/2025,
21-1018291-00309,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018291-00309,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,09/27/2024,
1412072-1,HOUSING CHASSIS SWITCH,ZFRT,,A07,Z500,80624884,,Y370,PE01,,C,C,X,822,,,42260,AE9,IH0,101,IN,H,,,,,AUT SHIRWAL,,P72,,,,1412072-1,PC,600,0,0,1578.0,0,0.00,0,0.000,0.0,04/14/2025,04/14/2025,
28-1956026-02004,Ejector pin E1710 DLC/2x200,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956026-02004,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
2292016-1,WH BKG LHD WO PTC,ZFRT,,F04,Z200,23392386,,L727,PE01,,C,C,N,822,,,43058,AE9,IH0,101,IN,B,,,,,AUT SHIRWAL FG,,895,,8.0,,2292016-1,PC,5,0,0,1132.7,0,0.00,0,0.000,0.0,11/01/2019,11/01/2019,09/30/2036
1915241-3,"ADHESIVE, LOCTITE EA 9492 KIT (A+B)",ZHLB,,A05,Z600,49953177,,8101,,,C,,N,822,410922.0,ANIL PLASTICS & ENTERPRISES,12302,,IBY,101,DE,A,O,,,,AUT SHIRWAL,,029,,,,,ML,524.567,0,0,23207.05,0,0.00,0,0.000,0.0,02/03/2024,02/03/2024,
51-1865341-32804,plate,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1865341-32804,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,03/28/2025,
51-1014642-50605,Nachdruckstempel,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-50605,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,,
2236518-1,COVER FAM. SEAL 0.64 GENER. Y,ZHLB,,A05,Z501,53070465,,M093,PE01,,C,C,N,822,,,43163,,IBY,101,AT,B,,,,,AUT SHIRWAL,,N58,,2.0,,2236518-1,PC,"2,208",0,0,30533.68,0,0.00,0,0.000,0.0,05/08/2024,08/28/2024,
184095-2,"RECPT, CONTACT .070, PTPPHBZ",ZFRT,,A03,Z501,18587483,,M786,PE01,,C,C,N,822,,,43115,,IH7,101,US,T,,,,,AUT SHIRWAL,,N99,,1.0,,184095-2,PC,"10,478",0,0,17521.31,0,0.00,0,0.000,0.0,04/28/2025,11/17/2018,
21-1943817-51100,REAR INSERT ABS CASE HSG,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1943817-51100,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
