Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
1417663-4,coil carrier (bundle of sheets),ZHLB,,A05,Z501,63433601,,E951,,,A,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,A,O,,,,AUT SHIRWAL,,K27,,,,,PC,15,0,0,17713.95,0,0.00,0,0.000,0.0,08/16/2024,08/16/2024,
21-1969510-02004,Ejector EHSL2-176.4-P1.2-N100,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1969510-02004,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,10/22/2024,
1-1203470-1,WIRE FLRY-B 2.5MM2 BROWN-Leoni,ZHLB,,A04,Z501,88789884,,M289,PE01,,B,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,1-1203470-1,M,"6,412",0,0,163244.39,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
29-1819018-20242,CAVITY INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819018-20242,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
2-1203432-6,"WIRE,FLRY-B,0.75,WHITE/BLUE",ZHLB,,A05,Z501,46697657,,M289,PE01,,C,C,X,822,,,43186,AE9,IH1,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,2-1203432-6,M,"10,475.100",0,0,74548.46,0,0.00,0,0.000,0.0,09/03/2023,09/03/2023,
2347132-1,"CABLE,0.35 SQMM,FLRY-A,VIOLET BROWN",ZHLB,,A04,Z501,46430742,,M248,PE01,,C,C,N,822,,,43058,,IIS,101,TR,A,,,,,AUT SHIRWAL,,895,,,,2347132-1,M,"17,015",0,0,65246.23,0,0.00,0,0.000,0.0,08/19/2023,08/19/2023,
2292796-1,"CABLE,AWG 22,WIRE FLRY-A 0.35MMSQ PINK",ZHLB,,A04,Z501,30660499,,L727,PE01,,C,C,N,822,,,43058,,IIS,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2292796-1,M,"16,765",0,0,64287.57,0,0.00,0,0.000,0.0,12/18/2021,02/20/2021,
2-1719262-5,"1 POS,FAKRA II,PLUG,PLUG HSG,CODE,FIXED",ZHLB,,A07,Z500,55331739,,W767,PE01,,C,C,X,822,,,41396,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,2-1719262-5,PC,"10,428",0,0,17831.88,0,0.00,0,0.000,0.0,05/27/2024,05/27/2024,
1468011-1,BECTRON PK 4344,ZFRT,,A04,Z600,0000314721,,M246,PE01,,C,C,X,822,,,41624,AE9,IIS,101,DE,A,,,,,AUT SHIRWAL,,AL1,,,,1468011-1,KG,50,0,0,154943.75,0,0.00,0,0.000,0.0,07/15/2025,07/15/2025,
368539-1,070 MLC PLUG HSG 6P(D.B),ZFRT,,A03,Z501,250703,,M129,PE01,,C,C,X,822,,,43110,AE9,IH1,101,KR,O,,,,,AUT SHIRWAL,,N18,,3.0,,368539-1,PC,"2,400",0,0,8473.25,0,0.00,0,0.000,0.0,05/24/2025,07/22/2025,
1915742-1,"COMPOUND, RAKU-SIL 10-S 13/9-1 PART A",ZROH,,A04,Z600,601872,,8101,PE01,,A,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1915742-1,G,0.130,0,0,0.88,0,0.00,0,0.000,0.0,04/08/2021,04/08/2021,
21-0138551-10519,CORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0138551-10519,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
21-1973998-00511,SIDE CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1973998-00511,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,03/28/2025,
21-1018599-00284,Insert,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,21-1018599-00284,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,07/25/2025,
21-1976893-00325,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00325,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,04/07/2025,
704563-1,"ULTRADUR B4406G4, BLACK 7110, A",ZROH,,A11,Z600,01985904N0,,8215,PE01,,B,C,X,822,,,12302,,IBY,101,DE,D,,,,,AUT SHIRWAL,,029,,,,704563-1,LB,"2,026.250",0,0,557165.28,0,0.00,0,0.000,0.0,06/28/2025,06/28/2025,
21-1096903-02020,Ejector Pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1096903-02020,PC,12,0,0,0.12,0,0.00,0,0.000,0.0,,03/18/2025,
2508047-1,Tube for 40P INTERFACE,ZVRP,,A11,Z600,,,8071,PE01,,C,N,N,822,,,12302,,IBY,101,,,,,,,AUT SHIRWAL,,029,,,,2508047-1,PC,0,0,100,3369.0,0,0.00,0,0.000,0.0,,07/31/2025,
21-1943817-10700,FRONT INSERT ABS CASE HSG,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1943817-10700,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
21-1018293-00105,KERNEINSATZ DS,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018293-00105,PC,20,0,0,0.2,0,0.00,0,0.000,0.0,,07/25/2025,
1438299-2,"GET MALE TERM, A, SN",ZFRT,,A03,Z501,9NO0000612,,M010,PE01,,B,C,X,822,,,43168,AE9,IX3,101,BE,K,,,,,AUT SHIRWAL,,N25,,1.0,,1438299-2,PC,"132,000",0,0,142622.04,0,0.00,0,0.000,0.0,05/22/2025,07/28/2025,
21-1976381-00143,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976381-00143,PC,2,0,0,0.0,0,0.00,0,0.000,0.0,,07/07/2025,
2236134-3,"3POS,MCON 0.5 CB,REC HSG,SEALED",ZHLB,,A03,Z501,82553630,,M094,PE01,,B,C,N,822,,,43155,,IBY,101,DE,A,,,,,AUT SHIRWAL,,N54,,,,2236134-3,PC,"102,000",0,0,263682.24,0,0.00,0,0.000,0.0,04/26/2025,07/28/2025,
5-963715-6,"MQS0,63 Ag rec LL unseal. 0,5-0,75",ZFRT,,A03,Z501,46P0000544,,M012,PE01,,B,C,N,822,,,43171,,IBY,101,DE,J,,,,,AUT SHIRWAL,,N01,,1.0,,5-963715-6,PC,"120,000",0,0,156044.4,0,0.00,0,0.000,0.0,04/30/2025,07/29/2025,
235569-4,INSULATION CAP 2.5x20/0.75 -  Yellow,ZROH,,A04,Z501,74578367,,8009,PE01,,C,C,X,822,,,12302,AE9,IIS,101,DE,O,,,,,AUT SHIRWAL,,029,,,,235569-4,PC,"20,000",0,0,30760.0,0,0.00,0,0.000,0.0,12/28/2024,12/28/2024,
2-1703930-3,"NANOMQS, RECEPTACLE TERMINAL",ZFRT,,A03,Z501,8860000767,,M068,PE01,,B,C,N,822,,,43157,,IBY,101,DE,A,,,,,AUT SHIRWAL,,N53,,1.0,,2-1703930-3,PC,"5,179",0,0,12504.54,0,0.00,0,0.000,0.0,06/08/2025,06/24/2025,
21-1976893-00109,Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00109,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,04/12/2025,
21-0138543-02033,Ejector Pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0138543-02033,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,,
9-2392344-1,"DIA 6MM,PIN TERMINAL,ASSEMBLY",ZHLB,,A11,Z501,43244077,,A234,PE01,,C,N,N,822,,,42113,,IH6,101,,3,,,,,AUT SHIRWAL,,AQ5,,2.0,,9-2392344-1,PC,5,0,0,1116.19,0,0.00,0,0.000,0.0,02/20/2023,02/20/2023,
1719152-1,"6pos. 1,5mm System, harness",ZFRT,,A07,Z500,78683030,,M248,PE01,,C,X,X,822,,,43058,,IBY,101,IN,D,,,,,AUT SHIRWAL,,895,,,,1719152-1,PC,100,0,0,50582.41,0,0.00,0,0.000,0.0,,03/06/2025,
CD41593001,55E0211-0.50-1(B01),ZFRT,,A03,Z501,N623280072,,B914,PE01,,C,C,X,822,,,13011,,IH7,101,GB,A,,,,,AUT SHIRWAL,,572,,,,55E0211-0.50-1(B01),M,"2,205.638",0,0,46520.63,0,0.00,0,0.000,0.0,08/31/2022,09/29/2022,
2209546-1,Delphi 2P connector 13650659,ZHLB,,A04,Z501,76303897,,M248,PE01,,C,C,N,822,,,43058,,IIS,101,CN,A,,,,,AUT SHIRWAL,,895,,,,2209546-1,PC,"5,000",0,0,26695.75,0,0.00,0,0.000,0.0,01/29/2025,01/29/2025,
2-1203801-9,TER MALE YAZAKI 7114-4120-02 (0.5-1.25),ZHLB,,A05,Z501,24062024,,M792,PE01,,C,C,X,822,,,43144,AE8,G30,101,,O,,,,,AUT SHIRWAL,,NBU,,3.0,,2-1203801-9,PC,"1,513.698",0,0,6639.17,0,0.00,0,0.000,0.0,,09/24/2024,
2306371-9,"2POS,MATE-AX,HDR OUTER HSG,90DEG,COD Z",ZHLB,,A11,Z501,250115M,,W752,PE01,,C,C,N,822,,,41396,,IBZ,101,CN,A,,,,,AUT SHIRWAL,,P35,,,,2306371-9,PC,"3,057",0,0,9392.45,0,0.00,0,0.000,0.0,01/15/2025,06/05/2025,
1718649-1,"2POS, MCON 1.2 - RETAINER",ZHLB,,A11,Z501,98F0000056,,M104,PE01,,C,C,X,822,,,43101,,IBY,101,BE,A,,,,,AUT SHIRWAL,,N14,,,,1718649-1,PC,"48,000",0,0,34386.72,0,0.00,0,0.000,0.0,11/18/2021,09/14/2023,
2317156-1,"CAB TIE,CLIP,T50SOSEC5B, 150-40583",ZHLB,,A05,Z501,86867039,,M270,PE01,,B,C,N,822,,,43113,,G63,101,SG,A,,,,,AUT SHIRWAL,,P16,,,,2317156-1,PC,"9,512",0,0,73140.72,0,0.00,0,0.000,0.0,06/28/2025,06/28/2025,
1-1203444-0,"WIRE, FLRY-A, 0.5SQMM, WHITE",ZHLB,,A05,Z501,49358213,,L727,PE01,,C,C,N,822,,,43058,,IBY,101,IN,A,,,,,AUT SHIRWAL,,895,,,,1-1203444-0,M,"1,210",0,0,5590.32,0,0.00,0,0.000,0.0,01/11/2024,01/11/2024,
21-1819165-02016,Ejector Pin,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1819165-02016,PC,16,0,0,0.16,0,0.00,0,0.000,0.0,,,
2454552-1,"CCS2, CHARGE INLET ASSY 3,CONN KIT",ZHLB,,F02,Z200,88361132,,J880,PE01,,A,X,N,822,,,14003,,,101,IN,C,,,,,AUT SHIRWAL FG,,P27,,,,2454552-1,PC,68,0,0,101440.36,480,14.00,0,0.000,0.0,07/21/2025,07/24/2025,
21-1018599-00062,INSERT-FH,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,21-1018599-00062,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,07/25/2025,
21-1973998-02008,EHS2-200-1.2-100,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1973998-02008,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,03/28/2025,
39-1819167-00828,U bend fixture,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,39-1819167-00828,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
2288404-1,"24POS,TAB0.64X0.64,HEADER HSG",ZHLB,,A07,Z500,89102946,,J767,PE01,,A,C,N,822,,,43110,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,N18,,,,2288404-1,PC,"3,300",0,0,12771.0,0,0.00,0,0.000,0.0,07/31/2025,07/31/2025,
1719040-1,8POS GET MALE CONNECTOR W. 3 SB'S,ZFRT,,A07,Z200,87672012,,M634,PE01,,A,C,X,822,,,43071,AE9,IX3,101,IN,B,,,,,AUT SHIRWAL,,NAA,,2.0,,1719040-1,PC,864,0,0,39125.76,0,0.00,0,0.000,0.0,07/12/2025,07/12/2025,
2377920-1,"40POS,TAB0.64X0.64,HDR ASSY,180DEG",ZFRT,,F02,Z200,87811966,,J767,PE01,,B,C,N,822,,,43110,,,101,IN,A,,,,,AUT SHIRWAL FG,,N18,,3.0,,2377920-1,PC,"3,375",0,0,96423.75,0,0.00,0,0.000,0.0,07/14/2025,07/14/2025,
9-2141290-3,"TAB 4.8X0.8,DELPHI,overseas TE pack",ZHLB,,A03,Z501,85263056,,M044,PE03,,A,C,N,822,,,43146,,IH8,101,DE,B,,,,,AUT SHIRWAL,,NBH,,,,9-2141290-3,PC,"2,767",0,0,8562.26,0,0.00,0,0.000,0.0,06/05/2025,07/02/2025,
2374476-1,SLEEVE REVITEX VCS25NE030 ID3MM BLACK,ZHLB,,A05,Z501,88185173,,L728,PE01,,B,C,N,822,,,43058,,IBY,101,CN,A,,,,,AUT SHIRWAL,,895,,,,2374476-1,M,"4,306.225",0,0,98897.5,0,0.00,0,0.000,0.0,07/18/2025,07/18/2025,
2374477-1,SLEEVE REVITEX VCS25NE050 ID5MM BLACK,ZHLB,,A05,Z501,85165847,,L728,PE01,,B,C,N,822,,,43058,,IBY,101,CN,A,,,,,AUT SHIRWAL,,895,,,,2374477-1,M,"8,400",0,0,211159.96,0,0.00,0,0.000,0.0,06/02/2025,06/02/2025,
28-1949759-00105,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00105,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
702998-5,"COLORANT,FLAME RED 5/7308 RAL3",ZROH,,A04,Z600,48010671,,8012,PE01,,C,C,X,822,,,12302,AE9,IIS,101,DE,N,,,,,AUT SHIRWAL,,029,,,,702998-5,LB,0.019,0,0,22.11,0,0.00,0,0.000,0.0,11/10/2023,12/05/2023,
1-2112610-1,"2POS,FAKRA II,PLUG,REC HSG,CODZ",ZHLB,,A07,Z500,20575658,,W767,PE01,,C,C,X,822,,,41396,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,P08,,,,1-2112610-1,PC,"6,100",0,0,10858.0,0,0.00,0,0.000,0.0,04/26/2019,04/26/2019,
21-1959092-00521,SLIDER INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1959092-00521,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
2456750-1,"RING TONGUE TERMINAL, E35652000",ZHLB,,A05,Z501,86991966,,M248,PE03,,B,C,N,822,,,43058,,IBY,101,DE,A,,,,,AUT SHIRWAL,,895,,2.0,,2456750-1,PC,"1,473",0,0,12337.69,0,0.00,0,0.000,0.0,06/30/2025,06/30/2025,
2295285-3,1 ZONE RHD W PTC,ZFRT,,F04,Z100,85225387,,L727,PE01,,B,C,N,822,,,43058,AE9,,101,IN,C,,,,,AUT SHIRWAL FG,,895,,7.0,,2295285-3,PC,500,0,0,102660.0,0,0.00,0,0.000,0.0,06/04/2025,06/04/2025,
1-1417667-2,TERMINAL right,ZHLB,,A05,Z501,68550380,,E951,,,C,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,B,O,,,,AUT SHIRWAL,,K27,,,,,PC,590,0,0,2923.09,0,0.00,0,0.000,0.0,10/05/2024,10/05/2024,
2454609-1,PCB ASSY DC CCS2 INLET NTC 1,ZHLB,,A11,Z501,88989385,,J880,PE01,,B,C,N,822,,,14003,,IJX,101,IN,A,,,,,AUT SHIRWAL,,P27,,,,2454609-1,PC,250,0,0,27846.53,0,0.00,0,0.000,0.0,07/29/2025,07/29/2025,
2005395-1,025/090/110 HYB 18P CAP ASSY,ZFRT,,A03,Z501,250714,,M653,PE01,,C,C,X,822,,,43062,AE9,IH1,101,KR,A,,,,,AUT SHIRWAL,,NAE,,1.0,,2005395-1,PC,"1,440",0,0,14495.69,0,0.00,0,0.000,0.0,07/14/2025,07/26/2025,
51-1014642-38152,Zentrierplatte,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-38152,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
2208989-5,"DISCR WIRE, 0,5SQMM,YW",ZHLB,,A04,Z501,29402860,,M249,PE01,,C,C,N,822,,,43187,,IIS,101,AT,A,,,,,AUT SHIRWAL,,G03,,,,2208989-5,M,9.710,0,0,95.2,0,0.00,0,0.000,0.0,10/30/2020,12/14/2020,
28-1819159-00319,CORE SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00319,PC,14,0,0,0.14,0,0.00,0,0.000,0.0,,08/05/2024,
2066415-1,PET SPLICE TAPE COROPLAST 8302 ( 38MM),ZHLB,,A04,Z630,88785602,,A149,PE03,,B,C,X,822,,,43058,AE9,IIS,101,CN,A,,,,,AUT SHIRWAL,,895,,,,2066415-1,M,2.500,0,0,17.3,0,0.00,0,0.000,0.0,07/26/2025,07/26/2025,
42068-1,110 FASTON REC 22-18 AWG TPBR,ZFRT,,A03,Z501,25232N,,1110,PE01,,B,C,X,822,,,30047,AE9,A03,101,CN,CU,,,,,AUT SHIRWAL,,214,,,,42068-1,PC,"45,000",0,0,22410.0,0,0.00,0,0.000,0.0,06/02/2025,07/30/2025,
21-1018856-01001,EJECTOR PIN,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018856-01001,PC,81,0,0,0.0,0,0.00,0,0.000,0.0,,,
2316064-1,"CABLE CHANNEL, AUTOLIV MSL V4",ZHLB,,A07,Z500,49810742,,L232,PE01,,C,C,N,822,,,43058,AE9,,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2316064-1,PC,"18,674",0,0,47245.22,0,0.00,0,0.000,0.0,01/30/2024,02/07/2024,
CD41633001,55E0211-0.50-5(B01),ZFRT,,A03,Z501,49357959,,B914,PE01,,C,C,X,822,,,13011,,IH0,101,GB,A,,,,,AUT SHIRWAL,,572,,,,55E0211-0.50-5(B01),M,"5,000",0,0,110333.35,0,0.00,0,0.000,0.0,02/10/2024,02/21/2024,
1355620-1,3POS MQS REC COD A,ZFRT,,A03,Z501,77651212,,M133,PE01,,B,C,X,822,,,43169,AE9,IX3,101,DE,C,,,,,AUT SHIRWAL,,N02,,1.0,,1355620-1,PC,"30,000",0,0,59464.2,0,0.00,0,0.000,0.0,02/18/2025,07/26/2025,
2378368-1,CABLE HARNESS LV,ZFRT,,F04,Z200,39474745,,M248,PE01,,C,C,N,822,,,43058,,,101,IN,B,,,,,AUT SHIRWAL FG,,895,,7.0,,2378368-1,PC,5,0,0,2790.03,0,0.00,0,0.000,0.0,07/04/2022,07/04/2022,
1952076-1,"BOBBIN,130A CONNECTOR HOUSING",ZHLB,,A07,Z500,87611758,,E951,PE03,,B,C,X,822,,,43061,,IBY,101,IN,B,,,,,AUT SHIRWAL,,K27,,,,1952076-1,PC,96,0,0,2479.68,0,0.00,0,0.000,0.0,07/11/2025,07/11/2025,
1924073-1,2 Pos Sld 1.2mm cb MCON TPA,ZHLB,,A11,Z501,0230011657,,M104,PE01,,C,C,X,822,,,43101,,IBY,101,MX,B,,,,,AUT SHIRWAL,,N14,,,,1924073-1,PC,"20,000",0,0,32278.8,0,0.00,0,0.000,0.0,06/30/2024,08/19/2024,
2377503-1,WH MAHINDRA Z101 MID VERSION HVAC,ZFRT,,F03,Z200,87382421,,L727,PE01,,A,C,N,822,,,43058,,,101,IN,F,,,,,AUT SHIRWAL FG,,895,,7.0,,2377503-1,PC,120,0,0,64251.6,0,0.00,0,0.000,0.0,07/07/2025,07/09/2025,
51-1865341-32791,die spacer,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1865341-32791,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,03/28/2025,
28-1957143-00106,CAVITY INSERT-106,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957143-00106,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,08/05/2024,
2066902-5,Honey comb for 4 cyl injector cable assy,ZROH,,A05,Z630,87694773,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,A,,,,,AUT SHIRWAL,,N03,,,,2066902-5,PC,50,0,0,4867.61,0,0.00,0,0.000,0.0,07/12/2025,07/12/2025,
2306398-1,"FASTON 6.3,TERMINAL,FAM SLD/UNSLD,CB",ZHLB,,A05,Z501,87689375,,8009,PE01,,C,C,N,822,,,12302,AE9,IH7,101,IN,A,,,,,AUT SHIRWAL,,029,,,,2306398-1,PC,"40,000",0,0,52192.4,0,0.00,0,0.000,0.0,07/12/2025,07/12/2025,
29-1819109-10228,CAVITY INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819109-10228,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,,
28-1819195-00322,Core insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819195-00322,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
925015-1,FF 110 REC HSG 3P NYLON BLACK,ZFRT,,A03,Z501,32473216,,1108,PE01,,A,C,X,822,,,30047,,IBY,267,IT,E,,,,,AUT SHIRWAL,,326,,9.0,,925015-1,PC,"5,800",0,0,11828.52,0,0.00,0,0.000,0.0,05/12/2021,02/07/2024,09/30/2027
1952732-1,O-ring-13X1.5,ZHLB,,A05,Z501,82906324,,M246,PE01,,C,C,X,822,,,41624,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,AL1,,,,1952732-1,PC,245,0,0,1691.24,0,0.00,0,0.000,0.0,05/03/2025,05/03/2025,
1573118-4,"ULTRAMID B3ZG3, BLACK LS23189, A",ZROH,,A11,Z600,66109867J0,,8120,PE01,,C,C,N,822,,,12302,,IJX,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1573118-4,KG,53.170,0,0,20852.71,0,0.00,0,0.000,0.0,10/01/2024,12/23/2024,
3-1203503-2,POLY BAG 450MM X 500MM,ZHLB,,A05,Z630,88212691,,A405,PE01,,B,U,X,822,,,41371,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,072,,,,3-1203503-2,KG,104.589,0,0,13884.19,0,0.00,0,0.000,0.0,07/19/2025,07/19/2025,
1952054-2,ALLEGRO HALL ATS692,ZHLB,,A04,Z501,52710524,,M246,PE01,,B,C,N,822,,,41624,,IIS,101,US,A,,,,,AUT SHIRWAL,,AL1,,,,1952054-2,PC,"4,800",0,0,970143.65,0,0.00,0,0.000,0.0,05/04/2024,05/04/2024,
2454631-1,"BACK COVER, 3 O CLOCK, DC",ZFRT,,F02,Z200,84568489,,J880,PE01,,C,C,N,822,,,14003,,,101,IN,B,,,,,AUT SHIRWAL FG,,P27,,,,2454631-1,PC,87,0,0,3927.18,0,0.00,0,0.000,0.0,05/23/2025,05/23/2025,
21-1953074-76200,Slide Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1953074-76200,PC,35,0,0,0.35,0,0.00,0,0.000,0.0,,09/27/2024,
21-1976893-00516,Side Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976893-00516,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,03/20/2025,
2-967642-1,3POS MQS REC SEALED COD B,ZFRT,,A03,Z501,72635140,,M107,PE01,,C,C,X,822,,,43169,AE9,G82,101,HU,G,,,,,AUT SHIRWAL,,N02,,1.0,,2-967642-1,PC,"3,712",0,0,24373.18,0,0.00,0,0.000,0.0,12/15/2024,03/30/2025,
4-1203508-6,Nylon Strap,ZHLB,,A05,Z630,82903685,,M289,PE01,,C,U,X,822,,,43186,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,4-1203508-6,PC,0.642,0,0,108.75,0,0.00,0,0.000,0.0,05/03/2025,05/03/2025,
2236524-3,"80POS,0.64 MALE GEN. Y,PIN HSG,SLD",ZHLB,,A05,Z501,9K10000148,,M638,PE01,,A,C,N,822,,,43069,,IBY,101,BE,F,,,,,AUT SHIRWAL,,NAC,,,,2236524-3,PC,"2,736",0,0,139698.35,0,0.00,0,0.000,0.0,05/19/2025,07/28/2025,
2282201-1,"CLIP,HELL,TE4-511-000-K",ZHLB,,A05,Z501,87065049,,M249,PE01,,B,C,N,822,,,43187,AE9,G63,101,DE,A,,,,,AUT SHIRWAL,,G03,,,,2282201-1,PC,"10,000",0,0,109694.2,0,0.00,0,0.000,0.0,07/01/2025,07/01/2025,
29-1819018-20788,GUIDE RAIL,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819018-20788,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,,
28-1957362-52900,REAR INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1957362-52900,PC,8,0,0,0.08,0,0.00,0,0.000,0.0,,05/19/2025,
9-2392344-1,"DIA 6MM,PIN TERMINAL,ASSEMBLY",ZHLB,,A11,Z501,43313405,,A234,PE01,,C,N,N,822,,,42113,,IH6,101,IN,3,,,,,AUT SHIRWAL,,AQ5,,2.0,,9-2392344-1,PC,3,0,0,669.72,0,0.00,0,0.000,0.0,02/24/2023,02/24/2023,
2141414-2,"DISCR WIRE,0,35SQMM,Sn,FLRY-A,BU",ZHLB,,A04,Z501,85648074,,M248,PE01,,C,C,N,822,,,43058,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,895,,,,2141414-2,M,"14,679.852",0,0,58961.33,0,0.00,0,0.000,0.0,06/11/2025,06/11/2025,
